timestamp,log_type,message,stacktrace
61.2556,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
66.50194,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
67.57619,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
68.27393,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
68.84661,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
69.22154,Log,Clicked cube number 8!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
69.84428,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
70.8414,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
74.70334,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
75.54776,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
76.31095,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
76.85865,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
77.5175,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
78.30885,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
79.3083,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
83.94919,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
84.42057,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
85.0372,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
85.62045,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
86.11783,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
86.63651,Log,Clicked cube number 5!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
87.57714,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
88.5768,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
94.14833,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
94.75784,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
95.33437,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
96.01713,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
96.76481,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
97.34959,Log,Clicked cube number 5!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
98.23747,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
99.22949,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
103.6755,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
104.0227,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
104.4085,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
105.0911,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
105.4651,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
105.9809,Log,Clicked cube number 5!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
107.437,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
108.4331,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
113.2296,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
113.7312,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
114.2169,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
114.8145,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
115.4073,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
115.8983,Log,Clicked cube number 7!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
116.4426,Log,Clicked cube number 6!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
117.2545,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
118.2527,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:Begin () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:110).  UXF.Session:BeginNextTrial () (at Assets/Imports/UXF/Scripts/Session.cs:405).  UXF.Session:BeginNextTrialSafe () (at Assets/Imports/UXF/Scripts/Session.cs:415).  
123.4103,Log,Clicked cube number 0!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
124.2999,Log,Clicked cube number 1!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
124.7112,Log,Clicked cube number 2!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
125.3424,Log,Clicked cube number 3!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
126.0193,Log,Clicked cube number 4!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
126.4691,Log,Clicked cube number 5!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
126.9835,Log,Clicked cube number 6!,UnityEngine.Debug:LogFormat (stringobject[]).  UXFExamples.Example_CorsiCubeGroup:RegisterClick (int) (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:90).  UXFExamples.Example_CorsiCube:OnMouseDown () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCube.cs:48).  UnityEngine.SendMouseEvents:DoSendMouseEvents (int).  
127.8392,Warning,[<b><color=#AD477C>UXF</color></b>] An item in the Tracked Objects field of the UXF session if empty (null)!,UnityEngine.Debug:LogWarning (object).  UXF.Utilities:UXFDebugLogWarning (string) (at Assets/Imports/UXF/Scripts/Etc/Utilities.cs:14).  UXF.Trial:End () (at Assets/Imports/UXF/Scripts/Etc/Trial.cs:144).  UXFExamples.Example_CorsiCubeGroup:Confirm () (at Assets/Imports/UXF/Examples/4_CorsiBlock/Scripts/Example_CorsiCubeGroup.cs:144).  UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:377).  
